CATEGORY,word,distance
apologetic,ごめん,1.0
apologetic,サンルイ,1.0
apologetic,すみません,1.0
apologetic,すいません,0.9648448824882507
apologetic,ごめん,0.9103987216949463
apologetic,スイマセン,0.9018281698226929
apologetic,スミマセン,0.9003781080245972
apologetic,ごめんなさい,0.8687502145767212
apologetic,すんません,0.867997407913208
apologetic,ゴメン,0.8351792097091675
apologetic,ゴメン,0.8351792097091675
apologetic,ゴメン,0.8009528517723083
apologetic,ごめんなさい,0.7879087328910828
apologetic,ごめんなさい,0.7879087328910828
apologetic,ごめんなさい,0.7731252312660217
apologetic,すいません,0.7395466566085815
apologetic,すみません,0.7355828881263733
apologetic,ゴメンネ,0.7345490455627441
apologetic,ゴメンネ,0.7345490455627441
apologetic,すいません,0.7241889834403992
apologetic,すいません,0.7241889834403992
apologetic,すまん,0.7181928157806396
apologetic,すまん,0.7181928157806396
apologetic,すんません,0.7091219425201416
apologetic,ゴメンナサイ,0.7054157257080078
apologetic,スミマセン,0.7004551291465759
apologetic,ゴメンネ,0.6935771107673645
apologetic,スイマセン,0.6814737319946289
apologetic,スマン,0.6725296378135681
apologetic,ゴメンネ・・・,0.668674111366272
apologetic,すまん,0.6645311713218689
apologetic,・・ゴメンナサイ,0.6450990438461304
apologetic,ｺﾞﾒﾝ,0.6284561157226562
apologetic,・・ゴメンネ,0.6197192072868347
apologetic,スイマセン・・・,0.6158739924430847
apologetic,ゴメンネー,0.6154558062553406
apologetic,ｽﾐﾏｾﾝ,0.6143550872802734
apologetic,・・スマン,0.6120780110359192
apologetic,ｺﾞﾒﾝﾅｻｲ,0.6064914464950562
apologetic,しつこくっ,0.6048809289932251
apologetic,ｺﾞﾒﾝﾈ,0.5996213555335999
apologetic,申し訳,0.5989812612533569
apologetic,スンマセン,0.5971026420593262
apologetic,スミマセンデシタ,0.5961240530014038
apologetic,・・スミマセン,0.5960531234741211
apologetic,ありがと,0.5935251116752625
apologetic,スミマセン・・・,0.5933277010917664
apologetic,ｽｲﾏｾﾝ,0.5928542613983154
apologetic,ゴメンナサーイ,0.5904918313026428
apologetic,スマヌ,0.5857862234115601
apologetic,スマン・・・,0.5852962136268616
apologetic,・スミマセン,0.5841836929321289
apologetic,スミマセン・・,0.5838829874992371
apologetic,ゴメンナサイネ,0.5824068784713745
apologetic,すません,0.5812829732894897
apologetic,スンマソン,0.5797801613807678
apologetic,スイマセン・・,0.5786076188087463
apologetic,謝ん,0.578271210193634
apologetic,><；,0.5747084617614746
apologetic,ほんと,0.574548602104187
apologetic,・・スイマセン,0.5724709033966064
apologetic,ゴメンナサイ・・・,0.571724534034729
apologetic,(>__<),0.5710550546646118
apologetic,ゴメンナサイ・・,0.570976734161377
apologetic,申しわけ,0.5672321319580078
apologetic,スミマセーン,0.5666590332984924
apologetic,失礼,0.5657365918159485
apologetic,ゴメソ,0.5647245049476624
apologetic,ちゃっ,0.5636157393455505
apologetic,ゅみましぇん,0.5630574822425842
apologetic,スンマソ,0.5612455606460571
apologetic,めんご,0.5611284971237183
apologetic,ホント,0.5588971376419067
apologetic,スンマセン・・・,0.558185338973999
apologetic,つまんない,0.5547715425491333
apologetic,いえいえ,0.553554892539978
apologetic,ゴメンチャイ,0.553428053855896
apologetic,もうしわけ,0.5486762523651123
apologetic,はぁ,0.5475682616233826
apologetic,><）,0.5462366342544556
apologetic,・・・スミマセン,0.5460333824157715
apologetic,スイマセーン,0.5460204482078552
apologetic,(≧≦),0.5455734729766846
apologetic,はやとちり,0.545055627822876
apologetic,あぁ,0.544489324092865
apologetic,ゴメンヨ,0.5438550114631653
apologetic,ｽﾏﾝ,0.5433976650238037
apologetic,謝っ,0.543148934841156
apologetic,・・スンマセン,0.5412067174911499
apologetic,ううん,0.5410596132278442
apologetic,スミマセンスミマセン,0.5404196381568909
apologetic,スマンスマン,0.5400488376617432
apologetic,ｽﾝﾏｾﾝ,0.5392695069313049
apologetic,ゴミン,0.5388051271438599
apologetic,ｺﾞﾒｿ,0.5383056998252869
apologetic,スンマヘン,0.5368168354034424
apologetic,よぅ,0.5340929627418518
apologetic,～；）,0.5338504314422607
apologetic,そうね,0.5337483882904053
apologetic,～；；」,0.5330957770347595
apologetic,謝る,0.5321824550628662
apologetic,スミマセヌ,0.5312643051147461
apologetic,可哀相,0.5298815369606018
apologetic,いや,0.5298096537590027
apologetic,ややこしくっ,0.5297566056251526
apologetic,(>_<)）,0.5289279818534851
apologetic,～（；；）,0.5282122492790222
apologetic,・・ｽﾐﾏｾﾝ,0.5282118916511536
apologetic,かわいそう,0.5278497934341431
apologetic,ｺﾞﾒﾝｺﾞﾒﾝ,0.5277404189109802
apologetic,サーセン,0.5277205109596252
apologetic,えーと,0.5275135040283203
apologetic,さっき,0.5269622206687927
apologetic,(;_;)」,0.5264252424240112
apologetic,トピズレ,0.5261011719703674
apologetic,えーっと,0.5255289077758789
apologetic,ああ,0.5254004597663879
apologetic,ゴメンナ,0.5251337289810181
deference,シャープ,1.0
deference,素晴らしい,1.0
deference,強力,1.0
deference,牛,1.0
deference,美しい,1.0
deference,かわいい,1.0
deference,素敵,1.0
deference,すばらしい,1.0
deference,どうぞ,1.0
deference,良い,1.0
deference,ドライ,1.0
deference,可愛い,0.9016060829162598
deference,素晴らしい,0.897752046585083
deference,すばらしい,0.8977518081665039
deference,すばらしい,0.8977518081665039
deference,すばらしい,0.8977518081665039
deference,すばらしい,0.8977518081665039
deference,ステキ,0.8741708993911743
deference,いい,0.8628062009811401
deference,カワイイ,0.8544857501983643
deference,よい,0.8497099280357361
deference,かわいく,0.8436488509178162
deference,どーぞ,0.8243522047996521
deference,美しく,0.8237056136131287
deference,美しく,0.8237056136131287
deference,素晴らしく,0.8137955665588379
deference,素晴らしく,0.8137955665588379
deference,素晴らしく,0.8137955665588379
deference,素晴らしく,0.8137955665588379
deference,かわいらしい,0.8097007274627686
deference,かわゆい,0.8043741583824158
deference,すてき,0.7945639491081238
deference,良く,0.7908219695091248
deference,素晴らしかっ,0.7804117798805237
deference,素晴らしかっ,0.7804117798805237
deference,素晴らしかっ,0.7804117798805237
deference,素晴らしかっ,0.7804117798805237
deference,素晴らしい,0.7800832390785217
deference,悪い,0.770389199256897
deference,美しかっ,0.7643760442733765
deference,美しかっ,0.7643760442733765
deference,すばらしく,0.7605105042457581
deference,美しい,0.7483231425285339
deference,良かっ,0.7461569309234619
deference,すばらしく,0.7446569204330444
deference,すばらしく,0.7446569204330444
deference,すばらしく,0.7446569204330444
deference,すばらしく,0.7446569204330444
deference,すばらしかっ,0.7423186898231506
deference,すばらしい,0.7332355976104736
deference,ドウゾ,0.7303556799888611
deference,素晴らしく,0.7294380068778992
deference,素敵,0.7252445220947266
deference,ドーゾ,0.7215983867645264
deference,ウェット,0.7198853492736816
deference,すばらしかっ,0.7171282768249512
deference,すばらしかっ,0.7171282768249512
deference,すばらしかっ,0.7171282768249512
deference,すばらしかっ,0.7171282768249512
deference,よろしく,0.7121129035949707
deference,強大,0.7118989825248718
deference,：(♀),0.7101606130599976
deference,綺麗,0.7070476412773132
deference,綺麗,0.7070476412773132
deference,素晴らしかっ,0.7058449983596802
deference,きれい,0.7015440464019775
deference,きれい,0.7015440464019775
deference,素晴らしく,0.6906659603118896
deference,ステキ,0.679949164390564
deference,綺麗,0.6590589880943298
deference,力強い,0.6581191420555115
deference,奇麗,0.6565881371498108
deference,かわいらしい,0.6503080129623413
deference,すばらしく,0.6499297618865967
deference,立派,0.6492813229560852
deference,ユニーク,0.6425936818122864
deference,すてき,0.6417808532714844
deference,良い,0.641614556312561
deference,素晴らしかっ,0.6407725214958191
deference,可愛らしい,0.6399186849594116
deference,可愛い,0.6392185091972351
deference,かわいい,0.6349393725395203
deference,珍しい,0.6337471008300781
deference,強力,0.6301860809326172
deference,美しかっ,0.6294273734092712
deference,きれい,0.628103494644165
deference,格好いい,0.6264708638191223
deference,美しく,0.6241378784179688
deference,愛らしい,0.6196710467338562
deference,繊細,0.618392825126648
deference,美味しい,0.616319477558136
deference,面白い,0.6145305037498474
deference,凄い,0.6137301325798035
deference,カッコイイ,0.6124699711799622
deference,かっこいい,0.6107190251350403
deference,絶品,0.6099136471748352
deference,強烈,0.6072618365287781
deference,上質,0.6070735454559326
deference,鮮やか,0.6040096879005432
deference,柔らかい,0.6033735275268555
deference,どんな,0.6030363440513611
deference,エレガント,0.6022703647613525
deference,優秀,0.5997356176376343
deference,上品,0.5994628667831421
deference,すごい,0.598786473274231
deference,麗しい,0.5983203649520874
deference,大好き,0.5980472564697266
deference,可愛らしく,0.5976673364639282
deference,優しい,0.5964050889015198
deference,サイコー,0.5963632464408875
deference,たくさん,0.5938912630081177
deference,めずらしい,0.5932924747467041
deference,恐ろしい,0.5909656882286072
deference,エネルギッシュ,0.5905017256736755
deference,味わい深い,0.5896050930023193
deference,楽しい,0.5872712135314941
deference,いい,0.5871588587760925
deference,独特,0.5871210098266602
deference,やわらかい,0.5861008167266846
deference,多彩,0.5843345522880554
deference,すばらしかっ,0.5834352970123291
deference,こんな,0.5829930901527405
deference,印象深い,0.581623375415802
deference,好き,0.579138457775116
deference,かっこよい,0.578727126121521
deference,ならでは,0.578386664390564
deference,かわいらしく,0.578153133392334
deference,キレイ,0.5778984427452087
deference,沢山,0.5770909190177917
deference,優れ,0.5763418078422546
deference,とびきり,0.5759678483009338
deference,ファッショナブル,0.5756270289421082
deference,かわいく,0.5755012035369873
deference,上手い,0.5752594470977783
deference,大事,0.5747726559638977
deference,スゴイ,0.5740931034088135
deference,柔らかく,0.571851372718811
deference,チャーミング,0.5703312754631042
deference,新鮮,0.5700812935829163
deference,キュート,0.5700610876083374
deference,贅沢,0.5698671936988831
deference,とても,0.5695803165435791
deference,凄まじい,0.5692768692970276
deference,色んな,0.5688128471374512
deference,おいしい,0.5686179399490356
deference,柔らか,0.5682245492935181
deference,やさしい,0.5680424571037292
deference,まとも,0.5668838620185852
deference,ゴージャス,0.566491425037384
deference,極上,0.5657302737236023
deference,しっかり,0.565089225769043
deference,ダイナミック,0.5650569200515747
deference,独創,0.5646474957466125
deference,大切,0.5645186305046082
deference,お似合い,0.5638484358787537
deference,いろんな,0.5636833310127258
deference,魅力,0.5629630088806152
deference,斬新,0.5626539587974548
deference,カワイイ,0.562624990940094
deference,うまい,0.5620995163917542
deference,おもしろい,0.5609409809112549
deference,ハイレベル,0.5604152679443359
deference,秀逸,0.5603891015052795
direct_question,なぜ,1.0
direct_question,どこ,1.0
direct_question,who,1.0
direct_question,いつ,1.0
direct_question,何,1.0
direct_question,なぜ,0.8785552978515625
direct_question,何故,0.8771405220031738
direct_question,何故,0.8771405220031738
direct_question,何故,0.8771405220031738
direct_question,何故,0.8771405220031738
direct_question,何処,0.8619322180747986
direct_question,どこ,0.8317853212356567
direct_question,どうして,0.8054841160774231
direct_question,どうして,0.8054841160774231
direct_question,どうして,0.8054841160774231
direct_question,どうして,0.8054841160774231
direct_question,いつ,0.8004029989242554
direct_question,何故,0.7950286865234375
direct_question,何で,0.7898013591766357
direct_question,何で,0.7898013591766357
direct_question,何で,0.7898013591766357
direct_question,何で,0.7898013591766357
direct_question,いったい,0.7809244990348816
direct_question,ドコ,0.7719564437866211
direct_question,なんで,0.7650946378707886
direct_question,なんで,0.7650946378707886
direct_question,なんで,0.7650946378707886
direct_question,なんで,0.7650946378707886
direct_question,どうして,0.7549983263015747
direct_question,何時,0.7549642324447632
direct_question,何時,0.7549642324447632
direct_question,何で,0.7526596188545227
direct_question,どこ,0.7401686906814575
direct_question,どこ,0.7401686906814575
direct_question,いつ,0.740168571472168
direct_question,レッダー,0.7273213863372803
direct_question,でも,0.7255948781967163
direct_question,なにゆえ,0.7214529514312744
direct_question,なにゆえ,0.7214529514312744
direct_question,なにゆえ,0.7214529514312744
direct_question,なにゆえ,0.7214529514312744
direct_question,いったい,0.7192909717559814
direct_question,いったい,0.7192909717559814
direct_question,何時,0.7154088020324707
direct_question,なんで,0.7109192609786987
direct_question,でも,0.7098886370658875
direct_question,でも,0.7098886370658875
direct_question,なに,0.7083380222320557
direct_question,なに,0.7083380222320557
direct_question,何処,0.703570544719696
direct_question,なに,0.698620080947876
direct_question,そこ,0.693463921546936
direct_question,いくら,0.6737663745880127
direct_question,何故か,0.6649842858314514
direct_question,どんな,0.6647320985794067
direct_question,どれ,0.6608299612998962
direct_question,どう,0.659912109375
direct_question,なぜだか,0.6543412208557129
direct_question,それ,0.6499131917953491
direct_question,なにゆえ,0.6497177481651306
direct_question,なん,0.6481918692588806
direct_question,どういう,0.645279586315155
direct_question,どの,0.6439083218574524
direct_question,いつの,0.6375036239624023
direct_question,だって,0.6373201608657837
direct_question,一体全体,0.6360991597175598
direct_question,一体,0.6347301602363586
direct_question,そもそも,0.6315242648124695
direct_question,ここ,0.6293299794197083
direct_question,そんなに,0.6280819177627563
direct_question,それなのに,0.6266669034957886
direct_question,そんな,0.6242852210998535
direct_question,何と,0.6229127049446106
direct_question,ナゼ,0.6228631138801575
direct_question,いったい全体,0.6216042637825012
direct_question,あんなに,0.6210107803344727
direct_question,いまだに,0.620117723941803
direct_question,ドコ,0.617759108543396
direct_question,はたして,0.6139959096908569
direct_question,それとも,0.6125392317771912
direct_question,本当,0.6110286116600037
direct_question,未だに,0.6095457077026367
direct_question,大抵,0.6073262095451355
direct_question,果たして,0.603924572467804
direct_question,かって,0.6021475195884705
direct_question,いったいぜんたい,0.602008044719696
direct_question,きっと,0.6003754734992981
direct_question,こんなに,0.5997651219367981
direct_question,だけ,0.5990084409713745
direct_question,誰か,0.5986839532852173
direct_question,たぶん,0.5976056456565857
direct_question,幾ら,0.5959182381629944
direct_question,多分,0.5944947600364685
direct_question,なんか,0.5935429930686951
direct_question,おそらく,0.5934911966323853
direct_question,ていう,0.59345543384552
direct_question,って,0.5927819013595581
direct_question,なにか,0.5922477841377258
direct_question,何人,0.5919827222824097
direct_question,いくつ,0.5908492803573608
direct_question,結局,0.5903889536857605
direct_question,何者,0.589984118938446
direct_question,まだ,0.5892160534858704
direct_question,これ,0.5880707502365112
direct_question,ずっと,0.5878655314445496
direct_question,なのに,0.5859804749488831
direct_question,どちら,0.5857182145118713
direct_question,まで,0.5855012536048889
direct_question,だれ,0.5854807496070862
direct_question,もしかして,0.5837311744689941
direct_question,わから,0.5818721055984497
direct_question,その,0.5814608335494995
direct_question,あれ,0.5807488560676575
direct_question,くらい,0.5793691277503967
direct_question,今頃,0.5783308148384094
direct_question,確か,0.5780564546585083
direct_question,こんなにも,0.5778894424438477
direct_question,実は,0.5778769850730896
direct_question,全然,0.5776941180229187
direct_question,自分,0.5771802663803101
direct_question,たいてい,0.5766493678092957
direct_question,あそこ,0.576582670211792
direct_question,とにかく,0.5765298008918762
direct_question,いつも,0.575803816318512
direct_question,なんだか,0.5748493075370789
direct_question,どなた,0.5735873579978943
direct_question,やはり,0.5735095739364624
direct_question,もう,0.5734497308731079
direct_question,あの,0.5731877684593201
direct_question,何分,0.5728526711463928
direct_question,やっぱり,0.5720576047897339
emergency,急げ,1.0
emergency,急,1.0
emergency,速い,1.0
emergency,急務,1.0
emergency,速く,0.8759868741035461
emergency,速かっ,0.8610353469848633
emergency,遅い,0.7905404567718506
emergency,急務,0.7536969184875488
emergency,早い,0.745819628238678
emergency,急げ,0.7201733589172363
emergency,はやい,0.7013329267501831
emergency,急ぐ,0.6792329549789429
emergency,遅い,0.6397545337677002
emergency,急が,0.6299029588699341
emergency,速く,0.6259413957595825
emergency,速い,0.6239995360374451
emergency,早い,0.620276153087616
emergency,急い,0.6135355830192566
emergency,必要,0.6054792404174805
emergency,早く,0.5989120602607727
emergency,焦っ,0.5928077101707458
emergency,早急,0.5927255153656006
emergency,焦る,0.5920859575271606
emergency,遅く,0.5731539130210876
emergency,肝要,0.5707679390907288
emergency,喫緊,0.5684252977371216
emergency,早かっ,0.5655450820922852
emergency,不可欠,0.5654836297035217
emergency,先決,0.5654578804969788
emergency,早まり,0.5618980526924133
emergency,必用,0.5612366199493408
emergency,注力,0.5603129863739014
emergency,難しく,0.5597377419471741
emergency,早まる,0.5587518811225891
emergency,遅かっ,0.5575219392776489
emergency,重要,0.556735634803772
emergency,加速,0.5550412535667419
emergency,急ピッチ,0.5548574328422546
emergency,得策,0.5525050759315491
emergency,急ご,0.5522524118423462
emergency,間に合わ,0.5511264204978943
emergency,急げよ,0.5503864288330078
emergency,容易,0.5486366748809814
emergency,急速,0.547756016254425
emergency,早め,0.5472438335418701
emergency,促す,0.545218825340271
emergency,緩慢,0.542698860168457
emergency,早くっ,0.5414698719978333
emergency,速め,0.5408270955085754
emergency,速かっ,0.5405569076538086
emergency,急ぎ,0.5402544736862183
emergency,早まっ,0.5370880961418152
emergency,難しい,0.5367012619972229
emergency,追いつか,0.5358490347862244
emergency,大急ぎ,0.5354949831962585
emergency,助かる,0.5353248119354248
emergency,明白,0.5342893004417419
emergency,進ま,0.5334448218345642
emergency,好都合,0.5332428216934204
emergency,遅れる,0.5330274701118469
emergency,手間取る,0.5310699939727783
emergency,遅れ,0.5297159552574158
emergency,大変,0.5294496417045593
emergency,困難,0.5276262760162354
emergency,焦眉,0.5272645950317383
emergency,間に合う,0.5267655253410339
emergency,無理,0.526168942451477
emergency,不十分,0.5252236723899841
emergency,速やか,0.5244157314300537
emergency,有利,0.5241187214851379
emergency,盛ん,0.5235151052474976
emergency,あわてる,0.5230763554573059
emergency,慌て,0.5229405164718628
emergency,至急,0.5225349068641663
emergency,速まる,0.5221481323242188
emergency,急激,0.5220658779144287
emergency,早めよ,0.5214068293571472
emergency,慌てる,0.5208914279937744
emergency,手っ取り早い,0.5207772850990295
emergency,はやい,0.519267737865448
emergency,悪く,0.5184969902038574
emergency,機敏,0.5179688930511475
emergency,最適,0.5179098844528198
emergency,悠長,0.5177774429321289
emergency,難儀,0.5171877145767212
emergency,ヤバイ,0.5161598324775696
emergency,あわて,0.5153669714927673
emergency,早める,0.5151152610778809
emergency,駄目,0.514068067073822
emergency,要する,0.5139137506484985
emergency,あせっ,0.513443648815155
emergency,大事,0.5123763084411621
emergency,躍起,0.5112273097038269
emergency,可能,0.5111140608787537
emergency,間にあわ,0.511027991771698
emergency,待て,0.5109760165214539
emergency,はやく,0.5105563998222351
emergency,顕著,0.5105236768722534
emergency,いい,0.5094618797302246
emergency,進ん,0.5093798041343689
emergency,当然,0.5085309147834778
emergency,追い付か,0.5078462958335876
emergency,望ましい,0.5076097846031189
emergency,手遅れ,0.5071090459823608
emergency,仕方,0.5068165063858032
emergency,速める,0.5067979097366333
emergency,食い止める,0.5066433548927307
factuality,実際,1.0
factuality,実際,0.9999999403953552
factuality,当時,0.651278555393219
factuality,確か,0.6421524286270142
factuality,実は,0.6384198665618896
factuality,以前,0.6377441883087158
factuality,最初,0.625613272190094
factuality,仮に,0.6235170960426331
factuality,その,0.6177943348884583
factuality,まず,0.6171448230743408
factuality,大抵,0.6149693727493286
factuality,当初,0.6129440069198608
factuality,それ,0.612571120262146
factuality,これら,0.606457531452179
factuality,前述,0.6055389046669006
factuality,元々,0.604519784450531
factuality,そういった,0.6035342812538147
factuality,あくまで,0.6015900373458862
factuality,じっさい,0.599325954914093
factuality,しかし,0.5977223515510559
factuality,例えば,0.5950018167495728
factuality,普段,0.5949744582176208
factuality,多く,0.5938411355018616
factuality,こうした,0.5931063294410706
factuality,先述,0.5928530097007751
factuality,これ,0.5923610329627991
factuality,やはり,0.5915626883506775
factuality,そうした,0.5911911129951477
factuality,現に,0.5899395942687988
factuality,また,0.5898134708404541
factuality,そもそも,0.5887298583984375
factuality,ただし,0.588133692741394
factuality,単に,0.5874309539794922
factuality,そこで,0.587113618850708
factuality,あくまでも,0.5866667628288269
factuality,そこ,0.586487889289856
factuality,今回,0.5861268639564514
factuality,しかしながら,0.5856508612632751
factuality,という,0.583228588104248
factuality,おそらく,0.5826456546783447
factuality,恐らく,0.58184814453125
factuality,厳密,0.5794811248779297
factuality,つまり,0.5788238644599915
factuality,ほとんど,0.5784187912940979
factuality,場合,0.5781769752502441
factuality,大体,0.5779834389686584
factuality,ちなみに,0.5775831937789917
factuality,たとえば,0.5760695338249207
factuality,もともと,0.5754656791687012
factuality,大半,0.5745742917060852
factuality,この,0.5731000304222107
factuality,たしかに,0.5724779963493347
factuality,したがって,0.5708485841751099
factuality,もちろん,0.5702036619186401
factuality,少なくとも,0.5688216686248779
factuality,例え,0.5685254335403442
factuality,殆ど,0.5678197741508484
factuality,によって,0.567741870880127
factuality,現在,0.567595899105072
factuality,あたかも,0.5670323371887207
factuality,往々,0.5662402510643005
factuality,要するに,0.5659827589988708
factuality,無論,0.5652121305465698
factuality,同じ,0.564721941947937
factuality,初めて,0.5638930797576904
factuality,要は,0.5638232827186584
factuality,異なる,0.5614639520645142
factuality,ところが,0.5600231289863586
factuality,自身,0.5595298409461975
factuality,たとえ,0.5580973029136658
factuality,もし,0.5572434067726135
factuality,既に,0.5564165711402893
factuality,よって,0.5552713871002197
factuality,というのも,0.5552476048469543
factuality,同様,0.5544992685317993
factuality,多少,0.5536170601844788
factuality,じつは,0.5534539818763733
factuality,対し,0.5530015826225281
factuality,一度,0.5527519583702087
factuality,しばしば,0.5522573590278625
factuality,従来,0.5521221160888672
factuality,筆者,0.5516057014465332
factuality,特に,0.5512779355049133
factuality,別に,0.5503531694412231
factuality,上述,0.5503237247467041
factuality,ただ,0.5496621131896973
factuality,とき,0.548457145690918
factuality,でも,0.5475031137466431
factuality,全く,0.5475026965141296
factuality,なぜなら,0.5459526181221008
factuality,従って,0.5455742478370667
factuality,勿論,0.5455301403999329
factuality,ほか,0.5443553328514099
factuality,むろん,0.5426824688911438
first_person_singular,私,1.0
first_person_singular,俺,1.0
first_person_singular,わたし,0.7989678978919983
first_person_singular,オレ,0.7344632148742676
first_person_singular,お前,0.7267925143241882
